promedio_asistencia,promedio_seguimiento,nota_parcial_1,inicios_sesion_plataforma,uso_tutorias,riesgo_reprobacion
85.5,2.2,3.4,26,0,0
82.4,3.3,2.4,40,0,1
68.0,3.6,2.1,29,1,0
65.9,4.2,4.1,46,0,0
83.9,3.5,3.0,20,0,1
80.1,3.3,2.4,27,0,1
94.3,3.3,3.3,41,3,0
89.8,3.3,2.3,36,0,1
62.0,3.1,3.9,52,1,0
79.7,3.6,4.3,27,0,0
84.6,2.8,3.7,28,2,0
70.7,4.3,3.0,38,1,0
78.5,2.4,4.2,32,2,0
77.2,3.3,2.5,33,0,0
78.3,2.7,3.4,50,4,0
72.9,3.5,3.3,50,1,0
90.9,3.0,3.7,37,0,0
95.1,3.7,2.6,33,1,0
94.1,3.3,2.8,40,0,0
69.5,2.8,2.9,24,2,0
75.4,3.1,3.8,53,0,0
86.6,4.0,2.8,40,1,0
87.8,4.7,4.6,25,0,0
91.9,3.9,3.4,28,5,0
71.0,4.4,3.7,29,3,0
85.4,3.1,3.4,29,2,0
100.0,3.4,2.8,38,1,0
99.2,4.2,2.5,37,0,0
83.6,3.7,2.6,25,3,0
76.6,2.3,5.0,37,7,0
77.0,2.1,4.1,53,1,0
100.0,3.8,3.3,42,0,0
71.2,3.5,2.8,25,0,0
86.0,4.4,3.0,27,4,0
78.1,3.8,5.0,25,1,0
80.0,3.4,4.1,31,1,0
85.9,2.9,4.1,33,3,0
100.0,3.7,3.0,28,0,0
86.8,2.5,2.4,33,0,0
72.8,4.0,3.2,20,2,1
81.3,3.3,3.0,38,3,0
100.0,3.8,3.7,41,3,0
74.3,2.2,3.0,45,0,0
96.1,3.6,2.5,49,4,0
76.1,3.4,3.0,44,3,0
100.0,3.2,3.1,46,0,0
81.5,2.0,2.2,42,0,0
78.8,3.4,3.9,35,1,0
81.6,4.0,3.3,36,0,1
78.5,4.0,3.8,35,0,0
85.7,4.4,3.0,30,4,0
64.6,3.8,2.0,29,3,1
91.8,3.2,3.6,39,0,0
77.2,2.5,2.9,35,0,0
81.9,2.4,2.2,34,1,1
87.8,2.9,3.4,60,4,0
78.8,4.2,3.3,36,2,0
83.6,2.0,3.0,29,1,0
90.1,3.4,4.2,37,3,0
74.3,2.6,2.0,46,1,1
78.5,4.1,4.3,35,4,0
71.6,3.1,3.2,40,1,0
79.7,3.1,2.9,26,2,0
88.1,3.8,2.5,41,2,0
96.1,3.7,5.0,50,0,0
99.0,3.3,3.5,43,1,0
73.5,3.4,3.2,40,0,0
90.7,3.3,3.1,48,3,0
85.6,3.8,3.3,35,0,0
90.6,4.2,4.2,46,4,0
70.4,2.6,2.6,28,3,0
75.9,2.3,3.3,35,1,0
94.7,3.1,4.1,55,1,0
72.7,4.7,4.6,38,0,0
87.4,3.7,4.2,25,4,0
84.1,2.0,3.0,32,0,1
99.0,3.0,4.7,36,0,0
60.0,4.5,3.5,27,1,0
81.2,2.0,2.7,50,1,1
84.7,3.4,3.4,51,0,0
91.8,3.8,2.7,44,1,0
67.6,4.1,4.3,50,7,0
95.3,3.1,2.9,41,1,0
68.1,4.1,3.2,41,0,0
90.5,3.3,3.3,59,7,0
93.9,3.5,3.5,34,2,0
67.3,2.0,4.4,39,2,0
77.0,3.4,2.7,25,0,0
65.0,5.0,3.3,25,3,0
73.2,3.6,3.0,33,0,0
100.0,3.3,4.0,55,2,0
85.8,3.3,3.5,41,0,0
80.1,3.7,2.4,33,0,0
78.8,2.5,2.5,28,1,0
100.0,3.1,2.7,46,0,0
97.1,3.8,5.0,31,0,0
91.2,3.3,3.8,34,1,0
81.9,2.3,2.5,60,3,0
74.4,3.4,4.3,36,0,0
85.3,4.9,2.5,41,1,0
84.2,2.9,2.0,25,2,1
94.9,2.8,3.8,37,0,0
67.6,3.5,3.0,21,2,0
73.9,2.3,2.3,46,3,1
79.1,2.5,3.2,29,6,1
68.3,3.6,2.0,50,2,0
79.3,3.4,4.8,41,2,0
81.9,2.4,2.2,36,5,0
60.0,2.5,3.2,29,0,0
77.1,5.0,3.9,25,2,0
92.2,3.4,2.7,25,1,0
85.6,4.6,2.5,45,0,0
85.3,3.3,2.8,26,2,0
97.2,3.9,2.5,30,0,0
85.1,5.0,3.2,52,7,0
91.5,3.4,3.7,34,0,0
86.4,2.5,3.8,27,0,0
89.3,3.0,2.7,37,1,0
92.8,2.7,2.6,47,6,0
94.1,4.3,3.6,33,0,0
83.4,3.2,3.4,60,0,0
85.5,3.6,3.9,40,1,0
65.5,4.0,2.6,50,0,0
80.2,4.0,3.8,35,0,0
77.5,3.0,4.0,47,0,0
96.8,4.3,3.8,45,0,0
89.6,3.6,2.5,31,6,0
93.3,4.8,3.2,33,2,0
90.0,3.2,2.7,45,2,0
96.1,4.3,4.0,28,1,0
85.7,5.0,4.4,34,1,0
74.0,3.2,3.8,41,0,0
73.5,4.4,3.2,46,3,0
62.5,2.4,3.4,27,1,1
91.5,2.6,3.4,40,7,0
100.0,3.3,3.9,50,0,0
64.2,4.0,3.5,29,5,0
94.3,2.0,2.8,43,2,0
89.8,2.7,2.9,36,1,0
76.0,2.4,2.8,49,1,0
66.2,3.6,2.0,30,1,0
87.5,3.7,3.9,35,6,0
89.6,3.4,2.7,33,1,0
67.6,3.0,4.0,42,1,0
98.5,4.0,2.5,31,0,0
80.0,4.2,2.5,28,0,0
67.8,4.0,2.0,40,0,0
100.0,2.6,2.6,33,0,0
93.0,3.6,3.3,53,1,0
73.8,3.9,2.0,27,0,1
70.7,3.6,3.1,45,0,0
82.7,2.4,3.6,40,2,0
87.4,2.0,4.5,41,0,0
90.6,3.2,2.9,47,4,0
85.3,3.1,2.8,24,0,0
100.0,2.9,4.3,36,1,0
66.9,3.0,3.8,37,1,1
88.0,2.5,4.2,50,0,0
63.4,2.3,2.4,22,1,1
84.7,3.9,2.5,31,0,0
77.7,4.5,3.9,49,1,0
79.6,2.9,3.5,20,6,1
72.0,2.8,2.0,40,0,0
84.1,3.6,3.0,44,0,0
80.6,3.6,4.9,40,1,0
97.9,4.0,3.1,25,9,0
88.6,3.1,2.9,60,0,0
96.6,2.2,3.2,25,0,0
93.5,4.4,2.7,57,0,0
86.5,3.0,3.3,42,2,0
75.6,3.0,2.7,22,1,0
81.3,4.3,4.2,41,4,0
83.9,2.0,2.5,39,0,0
73.5,3.7,2.0,38,1,1
74.5,2.9,3.3,44,2,0
83.2,4.1,3.2,44,1,0
71.3,3.0,2.0,37,2,1
71.9,2.6,3.3,31,0,1
78.6,3.0,2.5,33,0,0
65.1,2.4,3.3,32,5,1
72.4,3.6,3.1,36,0,1
69.5,3.2,2.1,38,1,1
60.0,3.8,4.0,25,2,0
77.4,3.5,2.4,31,0,1
71.6,3.0,3.1,45,0,0
60.0,3.4,2.5,38,2,0
89.1,3.5,3.1,45,0,0
80.9,2.4,2.4,20,0,0
79.2,3.3,4.7,25,0,0
100.0,4.1,4.6,47,4,0
83.7,5.0,4.0,25,0,0
76.4,3.4,2.8,35,1,1
100.0,3.2,4.7,45,1,0
79.3,3.6,3.6,42,0,0
89.0,3.6,3.3,55,0,0
65.8,2.7,3.0,20,3,0
78.9,3.8,2.3,33,0,0
90.7,4.2,2.5,45,0,0
81.3,3.9,3.4,25,1,0
79.6,3.7,2.8,31,6,0
63.4,2.5,3.3,46,1,1
75.7,3.2,4.3,33,0,0
73.5,2.9,3.8,24,0,0
78.4,4.0,3.8,34,0,0
79.3,2.6,3.8,43,3,0
92.5,4.1,2.5,25,0,0
71.8,3.1,2.2,32,1,1
79.8,3.3,4.4,48,2,0
90.0,4.2,4.2,34,2,0
91.2,4.0,3.9,45,0,0
90.5,3.7,4.2,55,0,0
85.2,2.0,3.4,42,5,0
79.1,2.0,4.6,43,3,0
77.4,2.5,4.2,32,3,0
80.9,2.6,2.0,50,0,0
72.6,2.9,3.7,34,0,0
74.5,2.9,2.5,32,1,0
91.7,4.0,2.5,35,1,0
79.5,4.1,4.9,25,0,0
79.1,3.2,3.8,35,0,0
94.1,4.4,3.0,37,1,0
87.3,5.0,4.2,50,1,0
60.0,2.5,3.8,36,0,0
73.7,2.9,2.0,41,0,0
74.7,2.2,3.6,26,0,0
79.1,2.6,2.9,37,0,0
82.9,2.6,3.4,50,0,0
94.6,3.6,3.8,47,0,0
86.1,3.9,3.7,38,1,0
70.4,4.0,3.7,23,4,0
69.0,4.1,4.5,37,0,0
83.8,3.5,3.8,22,1,0
74.8,2.7,2.8,36,0,1
99.8,4.0,2.6,27,0,0
100.0,3.7,4.0,34,0,0
86.6,4.3,3.0,47,1,0
89.8,3.3,2.6,43,0,0
84.7,4.0,3.5,43,3,0
60.0,3.6,3.6,30,0,0
93.2,2.6,4.0,37,1,0
78.8,3.6,2.5,38,1,0
82.8,4.4,3.7,37,2,0
93.1,3.5,3.8,43,2,0
100.0,5.0,2.5,39,0,0
71.4,3.5,3.2,33,0,0
100.0,3.1,3.6,30,0,0
85.2,3.9,2.5,31,3,0
91.5,3.7,4.0,50,0,0
94.2,3.0,3.0,28,0,0
77.9,3.4,2.0,41,0,0
73.8,3.2,2.6,33,0,1
81.3,3.0,5.0,55,0,0
64.0,3.5,2.3,46,1,1
66.5,2.6,2.8,50,1,1
77.7,4.4,3.1,39,2,0
74.8,3.1,2.6,20,4,0
68.1,2.8,2.0,46,7,1
67.2,3.5,3.5,33,2,0
82.6,3.5,2.2,26,0,1
72.8,2.8,4.2,30,4,0
62.0,2.9,2.8,34,0,0
63.9,2.5,2.4,28,0,0
96.2,3.4,3.1,41,7,0
75.0,3.8,3.7,46,1,0
71.8,4.3,3.1,36,6,0
94.0,2.5,3.4,53,1,0
74.3,2.0,3.0,32,0,0
71.5,3.1,2.0,20,0,0
75.3,3.3,4.0,33,1,0
69.5,2.6,3.7,60,3,0
81.6,3.8,4.1,33,1,0
68.7,2.7,2.5,20,0,1
86.4,2.8,2.9,47,0,1
100.0,3.9,2.7,43,0,0
78.7,2.4,3.1,50,5,0
75.0,3.0,2.5,50,2,1
98.4,3.6,2.9,30,0,0
99.6,2.6,3.9,28,7,0
89.3,3.2,3.0,36,2,0
94.5,2.3,5.0,41,2,0
75.4,2.3,3.0,50,1,0
92.9,2.6,4.4,55,2,0
86.9,3.5,4.1,31,0,0
83.9,3.1,4.2,45,0,0
85.3,3.9,3.1,45,2,0
68.4,2.8,3.2,46,3,1
90.0,3.2,2.0,46,2,0
91.8,3.9,3.3,27,2,0
85.2,3.5,4.4,27,0,0
60.0,3.0,3.4,47,4,0
82.0,3.0,4.4,34,0,0
88.6,3.5,3.5,26,2,0
73.0,3.5,4.2,32,3,0
90.9,4.4,3.4,38,1,0
90.6,2.4,4.8,25,0,0
82.3,3.2,3.1,47,4,0
95.8,2.9,3.6,36,1,0
84.2,3.5,3.3,44,2,0
91.8,4.1,2.9,43,3,0
81.8,3.4,2.2,25,1,0
67.4,4.1,4.0,36,0,0
83.1,3.8,2.2,39,1,0
89.2,3.6,4.9,25,0,0
67.7,2.3,4.0,44,0,0
65.7,3.0,2.7,35,0,0
72.3,4.7,3.3,37,1,0
77.2,3.5,4.2,60,1,0
93.0,2.0,2.9,54,0,0
100.0,2.8,3.8,25,0,0
65.3,2.9,2.7,34,0,0
84.2,3.0,3.1,50,0,0
83.6,3.8,2.2,27,1,1
98.0,4.7,4.7,45,0,0
70.4,4.2,3.4,35,2,0
67.7,2.7,3.0,34,0,0
72.2,3.0,2.3,36,0,0
96.7,2.7,3.4,44,2,0
76.6,2.9,2.0,20,0,1
87.4,3.9,3.4,40,0,0
100.0,2.0,4.4,40,3,0
75.4,3.2,3.2,41,0,0
84.9,3.5,3.1,56,0,0
87.7,2.0,2.0,36,3,1
79.1,4.5,2.5,34,1,0
84.5,3.7,4.0,36,0,0
84.3,3.1,4.4,38,6,0
91.9,3.7,5.0,38,1,0
81.4,2.6,2.2,44,0,1
93.5,3.1,4.8,45,0,0
86.7,3.9,2.5,30,2,0
75.0,3.9,4.0,48,1,0
97.7,3.9,4.2,48,0,0
88.1,2.5,3.2,49,2,0
69.9,3.0,3.1,30,2,0
92.4,3.6,3.0,38,0,0
60.0,3.3,2.8,50,7,0
78.1,3.7,3.9,27,1,0
80.3,2.2,2.5,29,0,1
74.5,3.5,2.5,51,1,0
100.0,3.0,3.2,36,4,0
84.7,3.3,4.6,49,0,0
79.7,4.2,3.4,39,0,0
97.6,3.6,4.2,25,2,0
100.0,2.0,3.8,39,0,0
89.6,2.5,2.8,47,0,0
100.0,2.9,3.6,53,0,0
60.9,2.0,2.5,20,0,0
87.5,4.0,4.3,37,3,0
82.2,3.8,3.8,47,4,0
90.3,2.9,4.1,52,0,0
67.0,3.8,3.5,37,0,0
70.0,2.5,2.0,24,1,1
65.9,3.7,4.6,33,0,0
87.3,2.7,2.7,29,0,0
72.8,4.0,2.0,48,4,0
78.6,4.6,3.5,36,1,0
72.1,2.7,4.0,25,4,0
72.0,3.5,2.8,46,3,0
73.2,3.6,4.0,38,1,0
69.6,2.8,3.2,26,0,1
93.9,4.2,5.0,44,0,0
78.5,3.6,5.0,42,0,0
76.5,2.6,3.5,25,3,0
82.3,3.6,2.5,50,0,0
89.4,3.5,2.0,45,0,0
73.4,3.5,2.5,43,0,0
93.1,4.3,2.5,25,7,0
86.5,3.3,2.7,38,4,0
89.0,2.3,4.3,60,0,0
72.9,3.6,2.8,40,4,1
63.9,2.3,2.9,39,1,1
91.2,3.8,3.2,42,0,0
84.1,3.8,2.6,50,0,0
70.2,3.1,3.7,42,0,0
97.2,3.5,3.9,28,0,0
62.2,2.0,2.7,35,0,1
88.1,2.0,4.2,48,1,0
82.5,4.0,3.3,40,0,0
99.6,4.2,2.8,46,7,0
60.0,3.7,5.0,53,0,0
73.9,3.0,3.0,50,3,0
79.8,3.4,2.8,22,1,0
96.6,3.5,4.0,32,0,0
74.9,3.2,3.4,50,2,0
97.9,4.0,2.6,29,0,0
90.1,3.5,4.4,35,0,0
71.2,4.0,2.5,50,6,0
98.7,4.7,3.4,43,0,0
93.2,3.1,3.3,47,0,0
81.7,3.9,2.3,44,0,1
72.3,4.1,3.2,52,0,0
84.6,3.0,3.4,46,1,0
83.2,3.7,2.9,38,2,0
76.5,4.5,4.6,31,0,0
92.5,3.7,3.3,42,0,0
87.1,3.7,2.6,40,0,0
70.9,2.3,2.9,50,1,0
82.1,4.1,3.7,25,1,0
81.6,2.8,3.1,29,1,0
98.7,4.5,3.6,37,6,0
75.7,4.5,3.7,41,0,0
67.2,5.0,4.8,33,3,0
77.5,2.2,2.9,46,0,1
90.7,3.3,3.4,37,0,0
95.6,2.8,4.4,38,2,0
70.8,4.0,2.0,38,0,1
70.2,3.5,3.5,26,1,0
100.0,3.9,4.0,34,0,0
100.0,2.6,3.0,41,0,0
85.7,3.7,3.5,26,2,0
82.7,4.6,2.8,33,0,0
84.0,4.3,3.1,36,0,0
86.5,2.6,2.5,37,0,0
77.1,3.5,3.2,22,1,0
83.7,2.8,2.5,42,0,0
80.9,3.3,3.0,20,0,1
92.7,4.4,3.2,34,2,0
74.4,2.5,4.6,58,0,0
83.9,3.0,4.3,25,0,0
83.2,3.0,3.9,54,0,0
98.8,4.1,3.7,60,0,0
71.9,2.7,3.2,24,1,1
92.0,3.1,3.6,33,1,0
92.3,3.7,4.2,34,2,0
91.8,2.4,3.8,40,0,0
75.3,3.8,2.5,37,8,0
83.4,4.8,2.6,50,0,0
84.6,2.9,3.0,54,5,0
100.0,2.9,3.0,60,2,0
79.5,3.4,2.5,41,2,0
81.8,4.0,3.6,36,4,0
64.7,2.0,4.0,41,0,0
75.8,3.5,3.2,33,10,0
71.8,3.3,3.1,25,1,1
86.6,3.0,3.1,29,0,1
60.0,3.1,3.2,32,1,1
100.0,2.9,3.4,38,2,0
85.2,3.3,2.5,41,0,0
73.5,3.6,2.7,43,0,1
93.9,3.7,2.8,56,3,0
94.4,2.0,4.5,37,0,0
94.3,3.7,2.9,60,0,0
77.4,2.0,2.8,28,2,0
76.9,2.0,3.3,45,0,1
71.6,3.0,2.5,41,1,0
94.8,4.0,4.1,25,0,0
72.5,2.8,2.9,50,0,0
80.9,4.6,3.7,25,1,0
84.9,2.0,3.0,54,1,0
92.7,4.0,3.2,44,2,0
90.4,4.4,3.9,46,1,0
97.2,2.6,3.2,40,2,0
79.6,3.5,2.6,42,3,0
98.8,3.4,3.8,55,1,0
79.4,3.5,2.9,20,0,1
81.8,3.7,4.4,53,0,0
90.1,2.6,3.3,40,0,0
72.9,3.1,2.6,20,0,1
82.2,2.8,4.7,31,0,0
94.8,2.8,2.8,31,0,0
71.6,4.1,3.3,47,0,0
72.2,3.5,3.0,60,6,0
93.7,2.9,2.5,40,2,0
71.6,3.3,3.1,44,1,0
81.8,3.3,3.4,20,0,0
88.5,3.4,3.4,31,2,0
95.4,3.5,2.5,45,0,0
94.6,3.7,3.2,32,8,0
83.1,2.9,2.8,44,2,0
65.7,2.9,2.5,33,0,0
70.1,3.1,3.2,23,1,0
84.1,4.2,2.5,37,6,0
75.7,2.9,2.9,24,0,1
69.6,3.0,3.7,38,0,1
75.6,3.5,2.0,47,0,0
84.6,3.8,4.1,25,4,0
88.4,4.7,4.0,60,0,0
81.5,3.0,3.8,34,2,0
88.5,4.2,4.8,25,1,0
65.1,2.8,2.4,37,0,1
76.1,3.4,2.7,43,1,0
69.8,2.5,3.3,40,0,0
81.4,3.5,2.9,40,2,0
100.0,3.6,2.6,52,0,0
74.5,2.1,3.5,32,1,1
85.3,2.9,3.8,30,0,0
96.0,4.6,5.0,43,2,0
60.0,3.5,5.0,46,0,0
74.1,2.8,2.9,34,5,0
86.3,3.2,2.5,34,3,0
82.8,3.3,3.3,41,0,0
75.2,2.0,3.0,42,1,1
94.5,4.5,3.3,26,2,0
88.9,3.2,2.6,39,0,0
78.5,4.0,3.0,37,1,0
100.0,3.9,3.6,27,0,0
74.2,3.6,3.7,41,0,0
85.0,2.8,3.4,44,0,0
79.1,3.0,3.3,47,5,0
93.5,3.3,4.4,43,1,0
88.3,2.0,2.5,47,1,0
69.7,3.0,2.8,39,4,1
73.3,2.4,2.9,47,1,0
62.6,2.2,2.0,48,0,0
77.3,3.9,2.0,40,0,1
69.0,3.2,2.0,50,1,1
75.3,2.9,2.3,22,1,1
78.7,2.9,2.3,27,0,1
74.6,2.0,2.9,38,4,0
89.4,3.0,2.5,43,1,0
75.0,2.7,4.9,35,2,0
70.0,2.1,3.5,43,0,1
99.5,3.7,3.2,47,0,0
66.1,2.8,3.1,41,2,1
82.8,2.9,3.2,41,2,0
89.4,4.2,2.5,33,0,0
100.0,4.2,3.9,38,2,0
81.0,4.1,3.2,42,0,0
96.3,3.9,4.1,54,0,0
88.6,2.8,2.5,25,0,0
65.4,2.1,2.4,41,1,0
76.1,3.6,4.4,40,0,0
90.0,3.1,3.2,50,0,0
92.8,3.0,3.8,45,0,0
80.8,2.1,4.6,36,1,0
73.4,2.2,2.9,41,7,0
85.3,3.4,3.9,44,5,0
93.9,3.3,2.5,42,0,0
90.5,2.5,2.5,35,0,0
65.8,2.0,3.8,27,5,0
90.0,2.0,2.3,41,2,0
79.8,2.6,4.9,37,1,0
86.2,2.6,3.4,25,0,0
88.2,2.6,3.4,30,1,0
71.0,2.7,4.3,60,0,0
79.8,4.1,3.7,33,2,0
78.8,3.6,2.5,49,0,0
85.9,4.2,2.5,34,0,0
79.3,2.4,3.4,50,0,0
93.3,2.8,5.0,42,2,0
84.3,4.0,4.5,51,4,0
97.2,2.7,3.5,44,0,0
81.9,3.6,2.5,60,1,0
95.8,4.3,3.5,35,1,0
78.8,3.7,4.5,25,0,0
66.3,3.5,3.1,25,1,0
60.0,3.4,2.0,50,2,0
62.2,3.8,3.4,35,0,1
80.4,4.6,3.2,33,2,0
77.9,3.5,3.5,41,0,0
69.8,2.9,2.7,38,1,0
84.3,3.7,3.9,41,0,0
81.3,3.0,2.6,46,3,0
70.6,3.0,2.8,40,0,0
100.0,3.1,2.5,44,2,0
66.8,2.6,2.3,32,1,0
71.7,2.7,3.1,49,8,0
94.3,2.9,3.9,48,1,0
100.0,3.5,4.6,45,3,0
70.3,3.9,3.3,34,1,0
84.9,4.2,4.4,37,6,0
71.4,3.1,2.5,45,0,0
79.4,2.5,3.1,45,0,0
78.3,2.2,2.5,46,4,0
75.0,3.8,3.8,50,2,0
89.7,4.4,3.8,46,2,0
66.3,3.7,4.6,44,4,0
69.8,3.3,3.8,28,0,0
71.7,3.0,2.6,50,5,0
65.5,2.8,2.7,25,1,0
72.9,3.4,3.0,26,0,0
85.9,2.8,3.7,36,0,0
81.4,2.9,2.0,41,0,1
81.1,3.4,5.0,53,1,0
84.6,2.7,4.9,58,1,0
93.1,3.4,3.1,46,1,0
84.7,2.0,3.7,56,1,0
83.8,3.0,4.4,35,0,0
94.2,4.3,3.0,37,2,0
71.5,3.9,3.1,50,1,0
76.4,2.7,4.1,55,1,0
80.4,3.0,3.8,31,3,0
66.3,3.4,3.7,31,0,1
90.0,3.2,2.6,33,1,0
73.3,3.8,3.2,31,0,1
88.5,3.0,4.1,42,0,0
90.0,3.2,2.0,34,0,0
71.5,2.0,3.8,50,2,0
78.6,2.0,2.6,28,1,0
73.9,2.9,3.3,44,0,0
79.1,2.8,3.1,22,1,0
82.0,3.1,2.5,28,2,0
85.4,3.4,4.3,51,1,0
84.0,3.4,4.0,25,2,0
95.6,2.0,2.6,25,0,0
81.5,2.7,3.2,37,8,0
85.0,2.1,4.3,49,5,0
86.0,4.5,3.4,47,0,0
83.2,4.4,4.4,45,1,0
85.9,2.8,4.2,35,0,0
60.0,3.2,2.8,44,3,0
91.2,2.6,3.9,53,0,0
89.1,3.2,2.5,28,0,0
90.1,3.9,4.4,47,7,0
82.3,3.7,3.5,20,2,0
83.2,2.8,2.7,20,0,0
89.9,2.7,2.7,47,0,0
72.3,2.4,2.5,24,0,1
84.5,4.0,4.4,49,0,0
83.3,2.7,2.2,36,1,1
87.3,3.9,3.1,36,4,0
89.8,2.3,3.0,57,4,0
66.4,2.5,2.9,43,1,1
76.6,4.7,3.5,41,2,0
74.4,3.6,4.5,43,2,0
91.6,4.6,3.4,41,1,0
75.2,3.2,4.5,41,1,0
80.7,2.4,2.5,40,0,0
84.1,4.3,3.6,50,2,0
73.4,3.3,3.6,43,3,0
98.0,5.0,3.6,32,1,0
82.4,3.0,2.5,26,2,0
60.0,3.1,2.4,48,1,1
100.0,3.6,3.6,29,0,0
82.6,2.3,4.1,39,0,0
61.7,2.0,2.0,50,3,0
63.9,3.7,2.0,34,0,0
93.3,3.0,4.0,39,0,0
80.2,3.3,2.5,25,4,0
60.5,2.9,3.2,34,2,0
74.8,3.0,4.0,35,7,0
86.7,3.7,2.3,29,1,1
79.0,3.7,4.1,53,0,0
85.8,4.0,3.1,35,1,0
87.6,2.7,3.5,49,2,0
74.4,2.7,3.1,23,3,0
73.3,4.5,3.3,49,1,0
66.7,3.4,2.6,50,5,1
80.3,3.3,3.7,38,2,0
100.0,3.4,3.7,50,1,0
69.3,3.3,4.2,39,3,0
74.4,3.2,2.2,41,1,1
70.9,3.1,3.0,37,0,0
88.4,4.7,2.5,25,2,0
71.5,2.5,4.6,31,0,0
81.0,4.6,3.9,46,5,0
89.5,3.3,2.5,60,2,0
100.0,2.2,3.7,32,0,0
78.7,4.0,2.5,41,1,0
60.0,3.1,2.4,22,1,0
86.3,3.6,4.4,35,1,0
75.3,3.5,3.0,42,2,0
69.8,4.2,2.5,54,4,0
86.3,3.2,4.4,41,2,0
100.0,4.1,3.7,25,3,0
82.6,2.8,4.3,25,0,0
95.0,3.7,4.8,38,2,0
76.6,3.6,5.0,43,5,0
75.3,3.9,5.0,42,0,0
84.0,3.9,3.0,37,4,0
77.3,3.4,2.3,40,2,1
83.3,3.1,2.4,20,3,0
81.6,4.2,3.8,34,1,0
90.0,3.8,2.4,30,0,0
71.5,2.3,3.8,23,2,0
81.2,2.9,4.6,41,1,0
87.1,3.9,3.7,60,0,0
70.5,3.7,2.5,29,2,0
76.2,4.4,3.9,25,0,0
83.9,3.7,2.4,20,0,0
86.7,3.3,3.7,51,1,0
77.9,2.0,2.9,31,1,1
100.0,3.1,2.5,25,1,0
80.3,4.0,2.5,36,0,1
78.8,4.8,3.9,37,2,0
83.3,2.5,3.5,49,2,0
68.5,2.7,2.6,33,0,0
78.2,3.5,3.8,50,0,0
66.8,3.1,3.8,40,4,0
74.5,3.1,2.9,42,2,0
70.3,3.7,2.6,46,0,0
81.5,3.3,2.1,38,4,0
63.8,2.9,2.3,30,0,0
95.9,5.0,2.5,37,0,0
83.9,3.5,2.5,27,0,0
88.1,2.6,3.6,53,0,0
96.6,5.0,3.2,34,0,0
85.4,3.4,2.5,42,4,0
71.9,2.0,2.1,41,4,0
68.4,4.4,4.1,31,0,0
84.6,2.8,2.5,49,2,0
85.7,3.5,2.7,44,0,0
92.6,3.7,4.4,36,2,0
83.7,3.3,2.5,51,0,0
62.8,3.2,4.4,25,1,0
71.1,2.7,2.7,33,4,1
71.4,2.2,2.9,20,0,1
62.0,3.2,3.8,45,2,1
78.6,2.7,2.8,44,0,0
76.3,3.4,2.0,46,0,1
81.3,2.7,3.3,37,3,0
75.6,2.9,4.0,48,7,0
66.9,4.0,2.9,26,1,1
82.4,2.7,4.1,49,1,0
89.1,4.1,4.3,47,2,0
100.0,3.3,2.5,39,10,0
84.1,3.4,2.5,25,3,0
90.0,2.4,3.8,36,2,1
73.6,3.4,2.5,39,0,0
65.1,2.3,2.1,26,3,0
73.1,2.8,2.2,37,0,0
88.4,4.1,3.7,41,4,0
86.8,2.7,4.3,52,0,0
100.0,3.9,3.7,60,4,0
80.7,4.8,5.0,29,0,0
72.5,3.1,2.7,33,1,0
84.8,3.6,2.9,39,2,0
84.1,3.8,4.4,47,1,0
79.1,4.6,3.9,45,0,0
79.8,4.0,2.8,20,0,1
83.5,2.9,3.2,34,4,0
62.4,3.7,3.2,41,0,0
83.0,3.6,4.4,34,1,0
76.8,2.2,2.5,36,0,1
79.3,3.7,2.9,28,2,0
86.4,2.3,3.8,38,0,0
98.9,4.0,3.7,41,0,0
72.1,5.0,2.9,40,5,0
96.5,2.0,4.4,51,1,0
96.4,3.8,3.4,42,2,0
86.4,3.7,2.5,32,0,0
73.7,3.8,3.6,37,4,0
95.1,4.4,3.2,39,0,0
85.0,2.3,3.8,50,4,0
93.6,2.1,4.0,36,4,0
85.6,3.5,4.4,37,0,0
63.1,2.9,3.3,32,2,0
70.8,2.4,3.6,39,0,0
74.7,4.0,3.2,46,2,0
80.9,3.6,3.2,28,0,0
76.7,3.9,2.5,50,0,0
88.7,4.4,4.0,36,0,0
98.5,4.7,2.5,48,0,0
77.3,2.7,3.7,27,0,0
74.7,4.0,3.3,50,0,0
79.9,3.4,3.3,26,2,0
80.9,4.5,3.9,35,3,0
92.1,3.7,3.9,25,0,0
83.5,4.5,2.5,40,1,0
95.4,3.6,4.6,46,0,0
75.8,4.4,2.5,40,2,0
79.4,3.0,2.0,39,0,1
65.2,4.0,2.5,40,2,0
71.0,3.6,3.1,20,5,1
73.7,3.4,3.1,59,0,0
87.8,4.4,2.5,41,0,0
71.9,3.6,3.0,36,1,0
72.2,3.2,3.3,36,0,0
74.5,3.7,2.7,40,7,0
65.7,3.6,2.8,27,0,0
86.7,3.8,3.8,43,0,0
80.0,3.1,2.3,29,0,1
72.8,3.1,2.5,38,0,1
71.7,2.0,2.3,24,0,1
68.0,2.4,3.1,33,2,1
81.8,2.8,3.4,33,0,0
97.1,3.1,3.5,30,1,0
78.0,3.6,2.8,55,0,0
88.1,3.5,2.5,60,1,0
89.9,2.3,4.0,60,1,0
81.9,2.8,3.8,50,0,0
76.7,3.1,2.3,42,1,1
87.7,3.5,3.0,49,0,0
96.9,3.9,3.7,25,0,0
